Id;Ref;Label;Type;OnSell;OnBuy;Description;PublicUrl;CustomCode;IDCountry;ProductAccountancySellCode;ProductAccountancySellIntraCode;ProductAccountancySellExportCode;ProductAccountancyBuyCode;ProductAccountancyBuyIntraCode;ProductAccountancyBuyExportCode;NotePrivate;NotePublic;Weight;WeightUnits;Length;LengthUnits;Width;WidthUnits;Height;HeightUnits;Surface;SurfaceUnits;Volume;VolumeUnits;Duration;Nature;PriceBase;UnitPriceHT;UnitPriceTTC;MinPriceHT;MinPriceTTC;VATRate;DateCreation;DateModification;CostPrice;DefaultWarehouse;ManageLotSerial;Stock;StockLimit;DesiredStock;PMPValue;BarCode;Descripción corta;Marca;StockableProduct;Precio Compra con Iva;Url;Supplier;SupplierRef;QtyMin;DiscountQtyMin;BuyingPrice;Unit;Unnamed: 59;Categoria;Imagen
14;5021689019201;12;0;1;1;Nuestro alimento para roedores de Copele es formulado para proporcionar a tu mascota una nutrición equilibrada y saludable, asegurando un crecimiento óptimo y una vida larga y feliz. Con ingredientes de alta calidad, este alimento es perfecto para mantener a tu roedor en excelente condición física.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;2.0661157;2.5;0;0;21;3/3/2026 10:39;3/11/2026 9:51;1.42;;0;10;2;0;0;5021689019201;Alimento para roedores saludable;Copele;1;1.42;https://elpajaroblanco.com/producto/12/;;;;;;;;Roedores;5021689019201.jpg
15;8413585470458;26;0;1;1;Royal Canin ofrece una gama completa de alimentos para perros, diseñados para satisfacer las necesidades nutricionales específicas de cada raza y edad. Con Royal Canin, puedes estar seguro de que tu perro recibe la mejor nutrición posible para mantener su salud y bienestar a lo largo de su vida.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;24.54545455;27.0;0;0;10;3/3/2026 10:39;3/5/2026 12:44;18.27;;0;7;3;0;0;8413585470458;Nutrición canina de alta calidad;Royal Canin;1;18.27;;;;;;;;;Perros;8413585470458.jpg
16;3664471004744;474;0;1;1;Giganterra ofrece una variedad de alimentos para reptiles, cada uno formulado para satisfacer las necesidades específicas de diferentes especies. Desde tortugas hasta lagartos, nuestro alimento para reptiles de Giganterra proporciona la nutrición necesaria para un crecimiento saludable y una vida larga.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;17.85123967;21.6;0;0;21;3/3/2026 10:39;3/11/2026 9:49;12.74;;0;0;0;0;0;3664471004744;Alimento para reptiles especializado;Giganterra;1;12.74;https://elpajaroblanco.com/producto/474/;;;;;;;;Reptiles;3664471004744.jpg
17;8413204810016;5;0;1;1;Zotal ofrece una gama de alimentos para perros que son fáciles de digerir y proporcionan una nutrición completa. Nuestro alimento para perros está diseñado para satisfacer las necesidades de tu mascota en cada etapa de su vida, desde la infancia hasta la edad adulta.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;6.52892562;7.9;0;0;21;3/3/2026 10:39;3/5/2026 12:44;4.64;;0;6;0;0;0;8413204810016;Alimento para perros nutritivo;Zotal;1;4.64;;;;;;;;;Perros;8413204810016.jpg
18;5400351162429;5400350000000;0;1;1;Benelux ofrece una variedad de alimentos para aves, cada uno formulado para proporcionar una nutrición equilibrada y saludable. Nuestro alimento para aves es perfecto para mantener a tu mascota en excelente condición física, con una dieta que incluye todos los nutrientes necesarios para un crecimiento óptimo.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;1.54545455;1.7;0;0;10;3/3/2026 10:39;3/11/2026 9:52;1.09;;0;12;0;0;0;5400351162429;Alimento para aves equilibrado;Benelux;1;1.09;https://elpajaroblanco.com/producto/5400351162429/;;;;;;;;Aves;5400351162429.jpg
20;5410340603734;5410340000000;0;1;1;Nuestro alimento para perros está diseñado para proporcionar una nutrición completa y equilibrada, satisfaciendo las necesidades de tu mascota en cada etapa de su vida. Con ingredientes de alta calidad, nuestro alimento para perros es perfecto para mantener a tu perro saludable y feliz.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;15.63636364;17.2;0;0;10;3/3/2026 10:39;3/5/2026 12:44;11.15;;0;1;0;0;0;5410340603734;Alimento para perros completo;Generica;1;11.15;;;;;;;;;Perros;5410340603734.jpg
21;5600447703554;5600450000000;0;1;1;Haofy ofrece una gama de alimentos para aves que son fáciles de digerir y proporcionan una nutrición completa. Nuestro alimento para aves está diseñado para satisfacer las necesidades de tu mascota, desde la infancia hasta la edad adulta, y es perfecto para mantener a tu ave en excelente condición física.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;4.46280992;5.4;0;0;21;3/3/2026 10:39;3/5/2026 12:44;3.15;;0;9;0;0;0;5600447703554;Alimento para aves nutritivo;Haofy;1;3.15;;;;;;;;;Aves;5600447703554.jpg
22;606707825696;606708000000;0;1;1;Emaga ofrece una variedad de alimentos para aves, cada uno formulado para satisfacer las necesidades específicas de diferentes especies. Nuestro alimento para aves proporciona la nutrición necesaria para un crecimiento saludable y una vida larga, y es perfecto para mantener a tu ave en excelente condición física.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;21.54545455;23.7;0;0;10;3/3/2026 10:39;3/5/2026 12:44;15.37;;0;0;0;0;0;606707825696;Alimento para aves especializado;Emaga;1;15.37;;;;;;;;;Aves;606707825696.jpg
23;3664471004287;8411510000000;0;1;1;Giganterra ofrece una gama de alimentos para reptiles que son fáciles de digerir y proporcionan una nutrición completa. Nuestro alimento para reptiles está diseñado para satisfacer las necesidades de tu mascota, desde la infancia hasta la edad adulta, y es perfecto para mantener a tu reptil en excelente condición física.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;6.7768595;8.2;0;0;21;3/3/2026 10:39;3/11/2026 9:49;4.83;;0;4;1;0;0;3664471004287;Alimento para reptiles saludable;Giganterra;1;4.83;https://elpajaroblanco.com/producto/8411514802530/;;;;;;;;Reptiles;3664471004287.jpg
24;SERRIN;SERRIN;0;1;1;SERRIN ofrece una gama de alimentos para roedores que son formulados para proporcionar una nutrición equilibrada y saludable. Nuestro alimento para roedores de SERRIN es perfecto para mantener a tu mascota en excelente condición física, con una dieta que incluye todos los nutrientes necesarios para un crecimiento óptimo.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.40495868;1.7;0;0;21;3/3/2026 10:39;3/5/2026 12:44;1.0;;0;14;0;0;0;SERRIN;Alimento para roedores de SERRIN;SERRIN;1;1.0;;;;;;;;;Roedores;SERRIN.jpg
26;MIXTURA PERIQ 5KG LU;A8414432000132A;0;1;1;Nuestro alimento para aves es formulado para proporcionar a tus mascotas las nutrientes necesarias para una vida saludable y feliz. Con ingredientes de alta calidad, este alimento es perfecto para mantener a tus aves en óptimas condiciones.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;5.18181818;5.7;0;0;10;3/3/2026 10:39;3/5/2026 12:44;4.25;;0;13;1;0;0;MIXTURA PERIQ 5KG LU;Alimento para aves saludables;Generica;1;4.25;;;;;;;;;Aves;MIXTURA PERIQ 5KG LU.jpg
28;5400585287738;ABRIGO DE INVIERNO DE CUJO ROSA 30CM;0;1;1;El abrigo de invierno de Flamingo es la opción perfecta para mantener a tu perro caliente y cómodo durante los meses fríos. Con su diseño elegante y su material suave, este abrigo es ideal para perros de todas las edades y tamaños.;;;1.0;;;;;;;;;0.0;0;30.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;20.82644628;25.2;0;0;21;3/3/2026 10:39;3/11/2026 9:53;14.89;;0;1;0;0;0;5400585287738;Abrigo de invierno para perros;Flamingo;1;14.89;https://elpajaroblanco.com/producto/abrigo-de-invierno-de-cujo-rosa-30cm/;;;;;;;;Perros;5400585287738.jpg
29;5400585080896;ABRIGO FLAMINGO 30 CM;0;1;1;El abrigo Flamingo es una excelente opción para perros que necesitan un poco de calor y protección durante el invierno. Con su marca reconocida por la calidad y el estilo, este abrigo es una inversión segura para cualquier dueño de perro.;;;1.0;;;;;;;;;0.0;0;30.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;14.83471074;17.95;0;0;21;3/3/2026 10:39;3/11/2026 9:52;10.68;;0;0;0;0;0;5400585080896;Abrigo Flamingo para perros;Flamingo;1;10.68;https://elpajaroblanco.com/producto/abrigo-flamingo-30-cm/;;;;;;;;Perros;5400585080896.jpg
30;5400585258905;ABRIGO INVIERNO ROSA 45CM;0;1;1;El abrigo de invierno de Ideal Pets es una excelente opción para mantener a tu perro caliente y cómodo durante los meses fríos. Con su diseño práctico y su material suave, este abrigo es ideal para perros de todas las edades y tamaños.;;;1.0;;;;;;;;;0.0;0;45.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;28.51239669;34.5;0;0;21;3/3/2026 10:39;3/11/2026 9:53;18.56;;0;1;0;0;0;5400585258905;Abrigo de invierno para perros;Ideal Pets;1;18.56;https://elpajaroblanco.com/producto/abrigo-invierno-rosa-45cm/;;;;;;;;Perros;5400585258905.jpg
31;8436042694303;ACEITE SALMON 500ML;0;1;1;El aceite de salmón de Carlson es una excelente fuente de nutrientes esenciales para la salud de tu perro. Con su fórmula única y su calidad superior, este aceite es perfecto para mantener a tu perro con una piel y un pelaje saludables.;;;1.0;;;;;;;;;0.0;0;500.0;0.0;0.0;0;0.0;0;0.0;0.0;500.0;2.0;;1;TTC;9.81818182;10.8;0;0;10;3/3/2026 10:39;3/5/2026 12:44;6.96;;0;1;0;0;0;8436042694303;Aceite de salmón para perros;Carlson;1;6.96;;;;;;;;;Perros;8436042694303.jpg
32;ALAZOR FRAMO 800 GR;ALAZOR FRAMO 800 GRAMO;0;1;1;El alazor de Framo es un alimento nutritivo y delicioso para tus aves. Con su fórmula equilibrada y su calidad superior, este alimento es perfecto para mantener a tus aves saludables y felices.;;;1.0;;;;;;;;;800.0;1;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.45454545;1.6;0;0;10;3/3/2026 10:39;3/5/2026 12:44;1.03;;0;31;1;0;0;ALAZOR FRAMO 800 GR;Alazor para aves;Framo;1;1.03;;;;;;;;;Aves;ALAZOR FRAMO 800 GR.jpg
35;8436533305855;ALFOMBRA MASCOTA LONETA RECTANGULAR 60;0;1;1;La alfombra para mascotas es una excelente opción para mantener a tu hogar limpio y cómodo. Con su diseño práctico y su material suave, esta alfombra es ideal para perros de todas las edades y tamaños.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;4.7107438;5.7;0;0;21;3/3/2026 10:39;3/5/2026 12:44;3.35;;0;0;0;0;0;8436533305855;Alfombra para mascotas;Generica;1;3.35;;;;;;;;;Perros;8436533305855.jpg
37;9508947400620;ALITAS DE POLLO;0;1;1;Las alitas de pollo de Premifood son un snack delicioso y saludable para tus perros. Con su fórmula única y su calidad superior, estas alitas son perfectas para mantener a tu perro feliz y satisfecho.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;14.5;0;0;10;3/3/2026 10:39;3/5/2026 12:44;10.26;;0;0;0;0;0;9508947400620;Alitas de pollo para perros;Premifood;1;10.26;;;;;;;;;Perros;9508947400620.jpg
38;8413740506282;ALPISTE PREMIFOOD 1KG;0;1;1;El alpiste de Berkutta es un alimento nutritivo y delicioso para tus aves. Con su fórmula equilibrada y su calidad superior, este alimento es perfecto para mantener a tus aves saludables y felices.;;;1.0;;;;;;;;;1.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;2.21153846;2.3;0;0;4;3/3/2026 10:39;3/5/2026 12:44;1.57;;0;0;0;0;0;8413740506282;Alpiste para aves;Berkutta;1;1.57;;;;;;;;;Aves;8413740506282.jpg
39;8411013701211;ALPISTE SOLO FRAMO 1 Kg;0;1;1;El alpiste solo de Framo es un alimento de alta calidad para tus aves. Con su fórmula única y su calidad superior, este alimento es perfecto para mantener a tus aves saludables y felices, y es una excelente opción para dueños de aves que buscan lo mejor para sus mascotas.;;;1.0;;;;;;;;;1.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.63636364;1.8;0;0;10;3/3/2026 10:39;3/5/2026 12:44;1.33;;0;38;0;0;0;8411013701211;Alpiste solo de Framo;Framo;1;1.33;;;;;;;;;Aves;8411013701211.jpg
40;8436529620368;ALUMINIO MICRONIZADO ALUXYN 200ML;0;1;1;Abaso presenta el aluminio micronizado, un producto diseñado para mejorar la salud y el bienestar de tus perros. Con su fórmula única, ayuda a fortalecer su sistema inmunológico y a prevenir enfermedades. La marca Abaso garantiza la calidad y la eficacia de este producto, asegurando que tus perros reciban los mejores nutrientes para una vida saludable y feliz.;;;1.0;;;;;;;;;0.0;0;200.0;0.0;0.0;0;0.0;0;0.0;0.0;200.0;2.0;;1;TTC;9.40909091;10.35;0;0;10;3/3/2026 10:39;3/5/2026 12:44;6.72;;0;1;0;0;0;8436529620368;Aluminio micronizado para perros;Abaso;1;6.72;;;;;;;;;Perros;8436529620368.jpg
41;8413037331191;AMANOVA ADULT CAT SALMON 1.5KG;0;1;1;La comida para gatos adultos de AMANOVA es una excelente opción para mantener a tu gato en óptimas condiciones. Con su receta equilibrada y deliciosa, a base de salmón, proporciona a tu gato los nutrientes necesarios para una vida saludable y activa. La marca AMANOVA se compromete a ofrecer productos de alta calidad, asegurando que tu gato reciba la mejor nutrición posible.;;;1.0;;;;;;;;;1.5;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;14.5;15.95;0;0;10;3/3/2026 10:39;3/5/2026 12:44;7.17;;0;3;0;0;0;8413037331191;Comida para gatos adultos;AMANOVA;1;7.17;;;;;;;;;Gatos;8413037331191.jpg
42;8413037378264;AMANOVA ADULT MINI WHITE HAIR 7 KG;0;1;1;La comida para perros miniatura de AMANOVA es una excelente opción para mantener a tu perro en óptimas condiciones. Con su receta equilibrada y deliciosa, proporciona a tu perro los nutrientes necesarios para una vida saludable y activa. La marca AMANOVA se compromete a ofrecer productos de alta calidad, asegurando que tu perro reciba la mejor nutrición posible, especialmente diseñada para perros de pequeño tamaño.;;;1.0;;;;;;;;;7.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;49.54545455;59.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;29.97;;0;0;0;0;0;8413037378264;Comida para perros miniatura;AMANOVA;1;29.97;;;;;;;;;Perros;8413037378264.jpg
43;8413037335786;AMANOVA BRILLIANT BEEF & CHICKEN CAT 85G;0;1;1;La comida para gatos brillante de AMANOVA es una excelente opción para mantener a tu gato en óptimas condiciones. Con su receta equilibrada y deliciosa, a base de carne de ternera y pollo, proporciona a tu gato los nutrientes necesarios para una vida saludable y activa. La marca AMANOVA se compromete a ofrecer productos de alta calidad, asegurando que tu gato reciba la mejor nutrición posible.;;;1.0;;;;;;;;;85.0;1;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.22727273;1.35;0;0;10;3/3/2026 10:39;3/5/2026 12:44;0.67;;0;4;0;0;0;8413037335786;Comida para gatos brillante;AMANOVA;1;0.67;;;;;;;;;Gatos;8413037335786.jpg
44;8413037333614;AMANOVA CHICHEN AND QUINIA;0;1;1;La comida para gatos con pollo y quinua de AMANOVA es una excelente opción para mantener a tu gato en óptimas condiciones. Con su receta equilibrada y deliciosa, proporciona a tu gato los nutrientes necesarios para una vida saludable y activa. La marca AMANOVA se compromete a ofrecer productos de alta calidad, asegurando que tu gato reciba la mejor nutrición posible, con ingredientes naturales y saludables.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.0;1.1;0;0;10;3/3/2026 10:39;3/5/2026 12:44;0.6;;0;4;0;0;0;8413037333614;Comida para gatos con pollo;AMANOVA;1;0.6;;;;;;;;;Gatos;8413037333614.jpg
45;8413037372750;AMANOVA DELICIOUS LAMB 300GR;0;1;1;La comida para perros con cordero de AMANOVA es una excelente opción para mantener a tu perro en óptimas condiciones. Con su receta equilibrada y deliciosa, proporciona a tu perro los nutrientes necesarios para una vida saludable y activa. La marca AMANOVA se compromete a ofrecer productos de alta calidad, asegurando que tu perro reciba la mejor nutrición posible, con ingredientes naturales y saludables.;;;1.0;;;;;;;;;300.0;1;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;3.59090909;3.95;0;0;10;3/3/2026 10:39;3/5/2026 12:44;1.98;;0;7;0;0;0;8413037372750;Comida para perros con cordero;AMANOVA;1;1.98;;;;;;;;;Perros;8413037372750.jpg
46;8413037331313;AMANOVA GATOS STERILISED CORDERO 1.5KG;0;1;1;La comida para gatos esterilizados de AMANOVA es una excelente opción para mantener a tu gato en óptimas condiciones después de la esterilización. Con su receta equilibrada y deliciosa, a base de cordero, proporciona a tu gato los nutrientes necesarios para una vida saludable y activa. La marca AMANOVA se compromete a ofrecer productos de alta calidad, asegurando que tu gato reciba la mejor nutrición posible, adaptada a sus necesidades específicas.;;;1.0;;;;;;;;;1.5;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;16.31818182;17.95;0;0;10;3/3/2026 10:39;3/5/2026 12:44;8.97;;0;3;0;0;0;8413037331313;Comida para gatos esterilizados;AMANOVA;1;8.97;;;;;;;;;Gatos;8413037331313.jpg
47;8413037331610;AMANOVA PUPPY MEDIUM 2 KG;0;1;1;La comida para cachorros de AMANOVA es una excelente opción para mantener a tu perro en óptimas condiciones durante su crecimiento. Con su receta equilibrada y deliciosa, proporciona a tu perro los nutrientes necesarios para una vida saludable y activa. La marca AMANOVA se compromete a ofrecer productos de alta calidad, asegurando que tu perro reciba la mejor nutrición posible, especialmente diseñada para perros en crecimiento.;;;1.0;;;;;;;;;2.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;15.40909091;16.95;0;0;10;3/3/2026 10:39;3/5/2026 12:44;8.5;;0;3;0;0;0;8413037331610;Comida para cachorros;AMANOVA;1;8.5;;;;;;;;;Perros;8413037331610.jpg
48;8413037335779;AMANOVA STERILISED CHICKEN CAT 85G;0;1;1;La comida para gatos esterilizados con pollo de AMANOVA es una excelente opción para mantener a tu gato en óptimas condiciones después de la esterilización. Con su receta equilibrada y deliciosa, proporciona a tu gato los nutrientes necesarios para una vida saludable y activa. La marca AMANOVA se compromete a ofrecer productos de alta calidad, asegurando que tu gato reciba la mejor nutrición posible, adaptada a sus necesidades específicas.;;;1.0;;;;;;;;;85.0;1;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.22727273;1.35;0;0;10;3/3/2026 10:39;3/5/2026 12:44;0.67;;0;0;0;0;0;8413037335779;Comida para gatos esterilizados con pollo;AMANOVA;1;0.67;;;;;;;;;Gatos;8413037335779.jpg
