Id,Ref,Label,Type,OnSell,OnBuy,Description,PublicUrl,CustomCode,IDCountry,ProductAccountancySellCode,ProductAccountancySellIntraCode,ProductAccountancySellExportCode,ProductAccountancyBuyCode,ProductAccountancyBuyIntraCode,ProductAccountancyBuyExportCode,NotePrivate,NotePublic,Weight,WeightUnits,Length,LengthUnits,Width,WidthUnits,Height,HeightUnits,Surface,SurfaceUnits,Volume,VolumeUnits,Duration,Nature,PriceBase,UnitPriceHT,UnitPriceTTC,MinPriceHT,MinPriceTTC,VATRate,DateCreation,DateModification,CostPrice,DefaultWarehouse,ManageLotSerial,Stock,StockLimit,DesiredStock,PMPValue,BarCode,Descripción corta,Marca,StockableProduct,Precio Compra con Iva,Url,Supplier,SupplierRef,QtyMin,DiscountQtyMin,BuyingPrice,Unit,,Categoria,Imagen
26,MIXTURA PERIQ 5KG LU,1-A8414432000132a,0,1,1,"Nuestra mixtura para pájaros es una mezcla especializada de semillas y granos que proporciona a tus aves la energía y los nutrientes que necesitan para mantenerse saludables y felices. Con una variedad de ingredientes y sin conservantes, este alimento es perfecto para mantener a tus pájaros en óptimas condiciones.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,5.18181818,5.7,0,0,10,3/3/2026 10:39,3/5/2026 12:44,4.25,,0,13,1,0,0,MIXTURA PERIQ 5KG LU,Alimento para pájaros,Genérica,1,4.25,,,,,,,,,Aves,MIXTURA PERIQ 5KG LU.jpg
28,5400585287738,1-Abrigo de invierno de cujo rosa 30cm,0,1,1,"Nuestro abrigo de invierno para perros es una prenda cálida y cómoda que mantiene a tu mascota abrigada y seca en los días fríos. Con un diseño elegante y una variedad de tallas, este abrigo es perfecto para perros de todas las razas y tamaños.",,,1,,,,,,,,,0,0,30,1,0,1,0,1,0,0,0,1,0,1,TTC,20.82644628,25.2,0,0,21,3/3/2026 10:39,3/11/2026 9:53,14.89,,0,1,0,0,0,5400585287738,Abrigo para perros,Genérica,1,14.89,https://elpajaroblanco.com/producto/abrigo-de-invierno-de-cujo-rosa-30cm/,,,,,,,,Perros,5400585287738.jpg
29,5400585080896,1-Abrigo flamingo 30 cm,0,1,1,"Nuestro abrigo flamingo para perros es una prenda divertida y colorida que agrega un toque de personalidad a la ropa de tu mascota. Con un diseño único y una variedad de tallas, este abrigo es perfecto para perros que aman llamar la atención.",,,1,,,,,,,,,0,0,30,1,0,1,0,1,0,0,0,1,0,1,TTC,14.83471074,17.95,0,0,21,3/3/2026 10:39,3/11/2026 9:52,10.68,,0,0,0,0,0,5400585080896,Abrigo para perros,Genérica,1,10.68,https://elpajaroblanco.com/producto/abrigo-flamingo-30-cm/,,,,,,,,Perros,5400585080896.jpg
30,5400585258905,1-Abrigo invierno rosa 45cm,0,1,1,"Nuestro abrigo de invierno rosa para perros es una prenda cálida y elegante que mantiene a tu mascota abrigada y seca en los días fríos. Con un diseño femenino y una variedad de tallas, este abrigo es perfecto para perros de todas las razas y tamaños.",,,1,,,,,,,,,0,0,45,1,0,1,0,1,0,0,0,1,0,1,TTC,28.51239669,34.5,0,0,21,3/3/2026 10:39,3/11/2026 9:53,18.56,,0,1,0,0,0,5400585258905,Abrigo para perros,Genérica,1,18.56,https://elpajaroblanco.com/producto/abrigo-invierno-rosa-45cm/,,,,,,,,Perros,5400585258905.jpg
31,8436042694303,1-Aceite salmon 500ml,0,1,1,"Nuestro aceite de salmón es una excelente fuente de omega 3, que ayuda a mantener la salud de la piel y el pelaje de tu perro, además de apoyar su sistema inmunológico y reducir la inflamación. Con 500ml, es suficiente para un tratamiento prolongado y efectivo.",,,1,,,,,,,,,0,0,500,0,0,0,0,0,0,0,500,2,,1,TTC,9.81818182,10.8,0,0,10,3/3/2026 10:39,3/5/2026 12:44,6.96,,0,1,0,0,0,8436042694303,Aceite de salmón para perros,Genérica,1,6.96,,,,,,,,,Perros,8436042694303.jpg
32,ALAZOR FRAMO 800 GR,1-Alazor framo 800 gramo,0,1,1,"Alazor Framo es un alimento equilibrado y nutritivo para tus pájaros, elaborado con los mejores ingredientes para garantizar su salud y bienestar. Con 800 gramos, es ideal para una alimentación variada y completa.",,,1,,,,,,,,,800,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.45454545,1.6,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.03,,0,31,1,0,0,ALAZOR FRAMO 800 GR,Alimento para pájaros,Genérica,1,1.03,,,,,,,,,Aves,ALAZOR FRAMO 800 GR.jpg
35,8436533305855,1-Alfombra mascota loneta rectangular 60,0,1,1,"Nuestra alfombra para mascotas es perfecta para mantener a tu perro limpio y seco, especialmente después de un baño o de jugar en el exterior. La alfombra es absorbente y suave, y puede ser fácilmente lavada y secada.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,4.7107438,5.7,0,0,21,3/3/2026 10:39,3/5/2026 12:44,3.35,,0,0,0,0,0,8436533305855,Alfombra para mascotas,Genérica,1,3.35,,,,,,,,,Perros,8436533305855.jpg
37,9508947400620,1-Alitas de pollo,0,1,1,"Las alitas de pollo son un snack delicioso y saludable para tus perros, elaboradas con ingredientes naturales y sin aditivos artificiales. Son ideales para recompensar a tu mascota o como parte de una alimentación equilibrada.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,13.18181818,14.5,0,0,10,3/3/2026 10:39,3/5/2026 12:44,10.26,,0,0,0,0,0,9508947400620,Alitas de pollo,Genérica,1,10.26,,,,,,,,,Perros,9508947400620.jpg
38,8413740506282,1-Alpiste premifood 1kg,0,1,1,"Nuestro alpiste es una excelente fuente de nutrientes para tus pájaros, proporcionando energía y vitalidad. Es ideal para una alimentación variada y completa, y puede ser utilizado como recompensa o como parte de la dieta diaria.",,,1,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.21153846,2.3,0,0,4,3/3/2026 10:39,3/5/2026 12:44,1.57,,0,0,0,0,0,8413740506282,Alpiste para pájaros,Genérica,1,1.57,,,,,,,,,Aves,8413740506282.jpg
39,8411013701211,1-Alpiste solo framo 1 kg,0,1,1,"Nuestro alpiste es una excelente fuente de nutrientes para tus pájaros, proporcionando energía y vitalidad. Es ideal para una alimentación variada y completa, y puede ser utilizado como recompensa o como parte de la dieta diaria.",,,1,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.63636364,1.8,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.33,,0,38,0,0,0,8411013701211,Alpiste para pájaros,Genérica,1,1.33,,,,,,,,,Aves,8411013701211.jpg
40,8436529620368,1-Aluminio micronizado aluxyn 200ml,0,1,1,"Nuestro aluminio micronizado es un suplemento natural que ayuda a mantener la salud y el bienestar de tus perros, especialmente en lo que respecta a la piel y el pelaje. Con 200 ml, es suficiente para un tratamiento prolongado y efectivo.",,,1,,,,,,,,,0,0,200,0,0,0,0,0,0,0,200,2,,1,TTC,9.40909091,10.35,0,0,10,3/3/2026 10:39,3/5/2026 12:44,6.72,,0,1,0,0,0,8436529620368,Aluminio micronizado,Genérica,1,6.72,,,,,,,,,Perros,8436529620368.jpg
41,8413037331191,1-Amanova adult cat salmon 1.5kg,0,1,1,"Nuestro alimento para gatos adultos Amanova es formulado con salmón fresco y nutrientes esenciales para mantener la salud y vitalidad de tu gato. Con una fórmula equilibrada y deliciosa, este alimento es perfecto para gatos adultos que buscan una nutrición completa y una vida llena de energía.",,,1,,,,,,,,,1.5,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,14.5,15.95,0,0,10,3/3/2026 10:39,3/5/2026 12:44,7.17,,0,3,0,0,0,8413037331191,Alimento para gatos adultos,AMANOVA,1,7.17,,,,,,,,,Gatos,8413037331191.jpg
42,8413037378264,1-Amanova adult mini white hair 7 kg,0,1,1,"Nuestro alimento para perros miniatura Amanova es diseñado específicamente para satisfacer las necesidades nutricionales de los perros de tamaño pequeño. Con una fórmula rica en nutrientes y fácil de digerir, este alimento es ideal para perros miniatura que requieren una nutrición especializada para mantener su salud y bienestar.",,,1,,,,,,,,,7,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,49.54545455,59.95,0,0,21,3/3/2026 10:39,3/5/2026 12:44,29.97,,0,0,0,0,0,8413037378264,Alimento para perros miniatura,AMANOVA,1,29.97,,,,,,,,,Perros,8413037378264.jpg
43,8413037335786,1-Amanova brilliant beef & chicken cat 85g,0,1,1,"Nuestro alimento Amanova Brilliant Beef & Chicken es una deliciosa mezcla de ternera y pollo que proporciona a tus gatos una fuente rica en proteínas y nutrientes esenciales. Con una textura suave y un sabor irresistible, este alimento es perfecto para gatos que buscan una comida nutritiva y deliciosa.",,,1,,,,,,,,,85,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.22727273,1.35,0,0,10,3/3/2026 10:39,3/5/2026 12:44,0.67,,0,4,0,0,0,8413037335786,Ternera y pollo para gatos,AMANOVA,1,0.67,,,,,,,,,Gatos,8413037335786.jpg
44,8413037333614,1-Amanova chichen and quinia,0,1,1,"Nuestro alimento Amanova Chicken and Quinoa es una combinación saludable y deliciosa de pollo y quinoa que proporciona a tus gatos una fuente rica en proteínas y fibra. Con una fórmula equilibrada y nutritiva, este alimento es ideal para gatos que requieren una dieta saludable y completa.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1,1.1,0,0,10,3/3/2026 10:39,3/5/2026 12:44,0.6,,0,4,0,0,0,8413037333614,Pollo y quinoa para gatos,AMANOVA,1,0.6,,,,,,,,,Gatos,8413037333614.jpg
45,8413037372750,1-Amanova delicious lamb 300gr,0,1,1,"Nuestro alimento Amanova Delicious Lamb es una deliciosa y nutritiva opción para perros que buscan una fuente rica en proteínas y nutrientes esenciales. Con una fórmula fácil de digerir y un sabor irresistible, este alimento es perfecto para perros que requieren una dieta equilibrada y saludable.",,,1,,,,,,,,,300,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,3.59090909,3.95,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.98,,0,7,0,0,0,8413037372750,Cordero delicioso para perros,AMANOVA,1,1.98,,,,,,,,,Perros,8413037372750.jpg
46,8413037331313,1-Amanova gatos sterilised cordero 1.5kg,0,1,1,"Nuestro alimento Amanova Gatos Sterilised es formulado específicamente para gatos esterilizados, con una fórmula que ayuda a controlar el peso y mantener la salud urinaria. Con una mezcla de cordero y nutrientes esenciales, este alimento es ideal para gatos esterilizados que requieren una dieta especializada.",,,1,,,,,,,,,1.5,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,16.31818182,17.95,0,0,10,3/3/2026 10:39,3/5/2026 12:44,8.97,,0,3,0,0,0,8413037331313,Alimento para gatos esterilizados,AMANOVA,1,8.97,,,,,,,,,Gatos,8413037331313.jpg
47,8413037331610,1-Amanova puppy medium 2 kg,0,1,1,"Nuestro alimento Amanova Puppy Medium es diseñado para satisfacer las necesidades nutricionales de los cachorros de tamaño mediano. Con una fórmula rica en nutrientes y fácil de digerir, este alimento es perfecto para cachorros que requieren una nutrición completa y equilibrada para crecer saludables y fuertes.",,,1,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,15.40909091,16.95,0,0,10,3/3/2026 10:39,3/5/2026 12:44,8.5,,0,3,0,0,0,8413037331610,Alimento para cachorros medianos,AMANOVA,1,8.5,,,,,,,,,Perros,8413037331610.jpg
48,8413037335779,1-Amanova sterilised chicken cat 85g,0,1,1,"Nuestro alimento Amanova Sterilised Chicken es una deliciosa y nutritiva opción para gatos esterilizados, con una fórmula que ayuda a controlar el peso y mantener la salud urinaria. Con una mezcla de pollo y nutrientes esenciales, este alimento es ideal para gatos esterilizados que requieren una dieta especializada.",,,1,,,,,,,,,85,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.22727273,1.35,0,0,10,3/3/2026 10:39,3/5/2026 12:44,0.67,,0,0,0,0,0,8413037335779,Pollo para gatos esterilizados,AMANOVA,1,0.67,,,,,,,,,Gatos,8413037335779.jpg
49,8413037335816,1-Amanova sterilised fish & turkey cat 85g,0,1,1,"Nuestro alimento Amanova Sterilised Fish & Turkey es una deliciosa y nutritiva opción para gatos esterilizados, con una fórmula que ayuda a controlar el peso y mantener la salud urinaria. Con una mezcla de pescado, pavo y nutrientes esenciales, este alimento es perfecto para gatos esterilizados que requieren una dieta equilibrada y saludable.",,,1,,,,,,,,,85,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.22727273,1.35,0,0,10,3/3/2026 10:39,3/5/2026 12:44,0.67,,0,12,0,0,0,8413037335816,Pescado y pavo para gatos,AMANOVA,1,0.67,,,,,,,,,Gatos,8413037335816.jpg
50,8413037335809,1-Amanova sterilised lamb & sardines cat 85g,0,1,1,"Nuestro alimento Amanova Sterilised Lamb & Sardines es una deliciosa y nutritiva opción para gatos esterilizados, con una fórmula que ayuda a controlar el peso y mantener la salud urinaria. Con una mezcla de cordero, sardinas y nutrientes esenciales, este alimento es ideal para gatos esterilizados que requieren una dieta especializada y completa.",,,1,,,,,,,,,85,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.22727273,1.35,0,0,10,3/3/2026 10:39,3/5/2026 12:44,0.67,,0,8,0,0,0,8413037335809,Cordero y sardinas para gatos,AMANOVA,1,0.67,,,,,,,,,Gatos,8413037335809.jpg
51,8413037333683,1-Amanova tuna & shrimps,0,1,1,"Nuestro producto Amanova Tuna & Shrimps es una deliciosa y nutritiva opción para tus gatos. Con ingredientes de alta calidad y una receta equilibrada, este alimento proporciona a tus felinos amigos la energía y los nutrientes necesarios para mantener su salud y vitalidad. Con atún y camarones como ingredientes principales, este alimento es no solo delicioso, sino también rico en proteínas y omega-3, beneficiosos para la piel y el pelaje de tus gatos.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.18181818,1.3,0,0,10,3/3/2026 10:39,3/5/2026 12:44,0.69,,0,6,0,0,0,8413037333683,Delicioso Atún y Camarones,AMANOVA,1,0.69,,,,,,,,,Perros,8413037333683.jpg
52,8436540754912,1-Anc classic complet 15kg,0,1,1,"El ANC Classic Complet 15kg es un alimento completo y equilibrado para perros, diseñado para satisfacer todas sus necesidades nutricionales. Con una fórmula cuidadosamente elaborada, este alimento proporciona a tus perros la energía y los nutrientes necesarios para mantener su salud y bienestar. Sin importar la edad o el tamaño de tu perro, este alimento es una excelente opción para asegurarte de que reciba todo lo que necesita para vivir una vida feliz y saludable.",,,1,,,,,,,,,15,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,24.45454545,26.9,0,0,10,3/3/2026 10:39,3/5/2026 12:44,14.6,,0,2,0,0,0,8436540754912,Alimento Completo para Perros,ANC,1,14.6,,,,,,,,,Perros,8436540754912.jpg
